EADARP version ecec-dirty
ARGS: --ifile=EADARP/instances/random/r8-96-00000.txt  --gamma=0.7 --only_single_s_visits=false --odir=EADARP/solutions/random/r8-96-00000 --oname=run80
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=0.7
--ifile=EADARP/instances/random/r8-96-00000.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=false
--mh_lfreq=0
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=30000
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/solutions/random/r8-96-00000
--ofile=
--oname=run80
--only_single_s_visits=false
--prepthreshold=0.1
--repair_max_routes=0
--route_based_ops=0
--seed=1310268668
--tightened_windows=EADARP/tightened_windows
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/random/r8-96-00000.txt, n=96, n_K=8, S=[209, 210, 211], Q=14.85, n_F=8, γ=0.7, T_plan=720.0, F=[201, 202, 203, 204, 205, 206, 207, 208])

Percentage of arcs removed: 74.09537072392803%
Minimum Degree: 10
T preprocessing time [s]: 19.191
I       iter             best          obj_old          obj_new        time              method info
I          1       1207.36189     100096.00000       1207.36189      1.1830                 con 
I          2       1187.10528       1207.36189       1187.10528      1.2860        drrr_15+rrri 
I          3       1183.46894       1187.10528       1183.46894      1.4850        drrr_15+rroi 
I          4       1159.02906       1183.46894       1159.02906      1.6160        drrr_15+rroi 
I          6       1154.47406       1159.02906       1154.47406      1.8270        drrr_15+rroi 
I          7       1153.75823       1154.47406       1153.75823      1.8760         drrr_15+rrg 
I          8       1146.06103       1153.75823       1146.06103      1.9430        drrr_15+rroi 
I         10       1131.43919       1146.06103       1131.43919      2.0960        drrr_15+rroi 
I         11       1120.35997       1131.43919       1120.35997      2.1550        drrr_15+rroi 
I         12       1116.08704       1120.35997       1116.08704      2.1970        drrr_15+rrri 
I         16       1107.86620       1116.08704       1107.86620      2.4020         drrr_15+rrg 
I         17       1093.11468       1107.86620       1093.11468      2.4660        drrr_15+rroi 
I         22       1090.12887       1093.11468       1090.12887      2.9160        drrr_15+rrri 
I         23       1089.15966       1090.12887       1089.15966      2.9610        drrr_15+rroi 
I         25       1083.18775       1089.15966       1083.18775      3.0590         drrr_15+rrg 
I         30       1077.38742       1083.18775       1077.38742      3.2400        drrr_15+rrri 
I         37       1074.71648       1077.38742       1074.71648      3.4400         drrr_15+rrg 
I         38       1073.41904       1074.71648       1073.41904      3.4570        drrr_15+rroi 
I         44       1073.30327       1073.41904       1073.30327      3.6770        drrr_15+rroi 
I         48       1073.07543       1073.30327       1073.07543      3.7110        drrr_15+rrri 
I         57       1070.81922       1073.07543       1070.81922      3.8250        drrr_15+rrri 
I         59       1070.59137       1070.81922       1070.59137      3.8420         drrr_15+rrg 
I         61       1067.31669       1070.59137       1067.31669      3.8880        drrr_15+rroi 
I         84       1066.68670       1067.31669       1066.68670      4.2090        drrr_15+rrri 
I         93       1066.02725       1066.68670       1066.02725      4.2990         drrr_15+rrg 
I         95       1065.29051       1066.02725       1065.29051      4.3080        drrr_15+rroi 
I        106       1063.41488       1065.29051       1063.41488      4.4170        drrr_15+rrri 
I        131       1061.96333       1063.41488       1061.96333      4.6470        drrr_15+rroi 
I        135       1061.48269       1061.96333       1061.48269      4.6830         drrr_15+rrg 
I        153       1060.64486       1061.48269       1060.64486      4.8180        drrr_15+rroi 
I        176       1060.33712       1060.64486       1060.33712      4.9210         drrr_15+rrg 
I        181       1058.81143       1060.33712       1058.81143      4.9490        drrr_15+rroi 
I        193       1058.32887       1058.81143       1058.32887      5.0510        drrr_15+rrri 
I        198       1056.88120       1058.32887       1056.88120      5.0950        drrr_15+rroi 
I        230       1056.57961       1056.88120       1056.57961      5.3680        drrr_15+rroi 
I        244       1056.33375       1056.57961       1056.33375      5.5490        drrr_15+rrri 
I        255       1055.76944       1056.33375       1055.76944      5.6350        drrr_15+rroi 
I        303       1050.40436       1055.76944       1050.40436      6.0070         drrr_15+rrg 
I        422       1048.44768       1050.40436       1048.44768      6.6850        drrr_15+rrri 
I        430       1046.96626       1048.44768       1046.96626      6.7640         drrr_15+rrg 
I        433       1045.03254       1046.96626       1045.03254      6.8090        drrr_15+rrri 
I        451       1044.91621       1045.03254       1044.91621      7.0330        drrr_15+rrri 
