EADARP version e957-dirty
ARGS: ["--prepthreshold=1.000", "--only_single_s_visits=0", "--gamma=0.7", "--ifile=EADARP/instances/l1/a8-96.txt", "--odir=EADARP/out/l1-s0-g0.7", "--oname=a8-96_1.000_00"]
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=0.7
--ifile=EADARP/instances/l1/a8-96.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=false
--mh_lfreq=0
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=30000
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/out/l1-s0-g0.7
--ofile=
--oname=a8-96_1.000_00
--only_single_s_visits=false
--prepthreshold=1.0
--repair_max_routes=0
--route_based_ops=0
--seed=954562902
--tightened_windows=EADARP/tightened_windows
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l1/a8-96.txt, n=96, n_K=8, S=[211, 212, 213], Q=14.85, n_F=8, γ=0.7, T_plan=720.0, F=[203, 204, 205, 206, 207, 208, 209, 210])

T preprocessing time [s]: 7.63472
I       iter             best          obj_old          obj_new        time              method info
I          1       1229.73335     100096.00000       1229.73335      0.3436                 con 
I          3       1220.97623       1229.73335       1220.97623      0.4599        drrr_15+rrri 
I          5       1209.20295       1220.97623       1209.20295      0.5424        drrr_15+rrri 
I         12       1203.23907       1209.20295       1203.23907      0.7189        drrr_15+rroi 
I         13       1195.15496       1203.23907       1195.15496      0.7282        drrr_15+rrri 
I         14       1188.00018       1195.15496       1188.00018      0.7539         drrr_15+rrg 
I         17       1187.72126       1188.00018       1187.72126      0.8241        drrr_15+rroi 
I         19       1180.68988       1187.72126       1180.68988      0.8755         drrr_15+rrg 
I         21       1173.42580       1180.68988       1173.42580      0.9191        drrr_15+rroi 
I         24       1172.49340       1173.42580       1172.49340      0.9504        drrr_15+rrri 
I         29       1171.99711       1172.49340       1171.99711      0.9854         drrr_15+rrg 
I         30       1171.45827       1171.99711       1171.45827      0.9918        drrr_15+rrri 
I         31       1165.34490       1171.45827       1165.34490      1.0137        drrr_15+rroi 
I         58       1165.06741       1165.34490       1165.06741      1.2036         drrr_15+rrg 
I         61       1162.62877       1165.06741       1162.62877      1.2184        drrr_15+rrri 
I         62       1162.46507       1162.62877       1162.46507      1.2290        drrr_15+rrri 
I         74       1157.81643       1162.46507       1157.81643      1.2935        drrr_15+rroi 
I         88       1156.50468       1157.81643       1156.50468      1.3827        drrr_15+rroi 
I         94       1156.10258       1156.50468       1156.10258      1.4421        drrr_15+rrri 
I         96       1144.95949       1156.10258       1144.95949      1.4551         drrr_15+rrg 
I        119       1143.15924       1144.95949       1143.15924      1.5829        drrr_15+rrri 
I        147       1135.09558       1143.15924       1135.09558      1.6630        drrr_15+rrri 
I        156       1134.65302       1135.09558       1134.65302      1.7311        drrr_15+rrri 
I        196       1133.62314       1134.65302       1133.62314      1.8800         drrr_15+rrg 
I        199       1133.58708       1133.62314       1133.58708      1.8930        drrr_15+rroi 
I        288       1132.79898       1133.58708       1132.79898      2.3133         drrr_15+rrg 
I        300       1128.62122       1132.79898       1128.62122      2.3542        drrr_15+rrri 
I        327       1128.28916       1128.62122       1128.28916      2.4372        drrr_15+rroi 
I        408       1127.23674       1128.28916       1127.23674      2.6227         drrr_15+rrg 
I        429       1126.34728       1127.23674       1126.34728      2.6752         drrr_15+rrg 
I        441       1124.51221       1126.34728       1124.51221      2.7254         drrr_15+rrg 
I        442       1123.45979       1124.51221       1123.45979      2.7264        drrr_15+rroi 
I        451       1123.15381       1123.45979       1123.15381      2.7508        drrr_15+rrri 
I        541       1122.71868       1123.15381       1122.71868      2.9755        drrr_15+rroi 
I        645       1122.69260       1122.71868       1122.69260      3.2060        drrr_15+rroi 
I        755       1122.61461       1122.69260       1122.61461      3.4154         drrr_15+rrg 
I        784       1120.29904       1122.61461       1120.29904      3.4854        drrr_15+rrri 
I        798       1120.18421       1120.29904       1120.18421      3.5080        drrr_15+rrri 
I        805       1119.87823       1120.18421       1119.87823      3.5175        drrr_15+rroi 
I        834       1116.77675       1119.87823       1116.77675      3.5761        drrr_15+rroi 
I        855       1116.68249       1116.77675       1116.68249      3.6310        drrr_15+rroi 
I        862       1113.25223       1116.68249       1113.25223      3.6477        drrr_15+rrri 
I        864       1111.82854       1113.25223       1111.82854      3.6520        drrr_15+rrri 
I        883       1111.31294       1111.82854       1111.31294      3.7092        drrr_15+rrri 
I        901       1111.21868       1111.31294       1111.21868      3.7504        drrr_15+rroi 
I        927       1111.10347       1111.21868       1111.10347      3.8937         drrr_15+rrg 
I        940       1110.89262       1111.10347       1110.89262      3.9216        drrr_15+rrri 
I        971       1108.54235       1110.89262       1108.54235      3.9893        drrr_15+rroi 
I       1012       1107.65778       1108.54235       1107.65778      4.0911         drrr_15+rrg 
I       1017       1106.60536       1107.65778       1106.60536      4.1086        drrr_15+rrri 
I       1068       1104.48663       1106.60536       1104.48663      4.2500        drrr_15+rroi 
I       1092       1102.16621       1104.48663       1102.16621      4.2936        drrr_15+rrri 
I       1095       1101.62814       1102.16621       1101.62814      4.2985        drrr_15+rroi 
I       1097       1100.39759       1101.62814       1100.39759      4.3015        drrr_15+rroi 
I       1121       1098.37123       1100.39759       1098.37123      4.3573        drrr_15+rroi 
I       1146       1097.57675       1098.37123       1097.57675      4.4095        drrr_15+rrri 
I       1654       1096.16336       1097.57675       1096.16336      5.3382        drrr_15+rrri 
I       2195       1094.81382       1096.16336       1094.81382      6.2427        drrr_15+rrri 
I       2529       1094.69860       1094.81382       1094.69860      6.8374         drrr_15+rrg 
I       4198       1094.28600       1094.69860       1094.28600      9.3752        drrr_15+rrri 
I       4224       1094.25031       1094.28600       1094.25031      9.4202        drrr_15+rrri 
I       4226       1093.60585       1094.25031       1093.60585      9.4371        drrr_15+rrri 
I       4268       1093.24136       1093.60585       1093.24136      9.5470        drrr_15+rrri 
I       4271       1093.12614       1093.24136       1093.12614      9.5512         drrr_15+rrg 
I       4324       1091.48819       1093.12614       1091.48819      9.6322         drrr_15+rrg 
I       4336       1090.90913       1091.48819       1090.90913      9.6499         drrr_15+rrg 
I       4608       1088.87579       1090.90913       1088.87579     10.0572        drrr_15+rrri 
I       4642       1087.50429       1088.87579       1087.50429     10.1384        drrr_15+rroi 
I       4644       1087.14075       1087.50429       1087.14075     10.1444        drrr_15+rroi 
I       4673       1085.61495       1087.14075       1085.61495     10.2295        drrr_15+rroi 
I       4682       1085.30276       1085.61495       1085.30276     10.2473        drrr_15+rroi 
I       4698       1084.69291       1085.30276       1084.69291     10.2793         drrr_15+rrg 
I       4723       1084.57769       1084.69291       1084.57769     10.3180        drrr_15+rroi 
I       4743       1084.57769       1084.57769       1084.57769     10.3540        drrr_15+rroi 
I       4748       1081.53953       1084.57769       1081.53953     10.3698        drrr_15+rroi 
I       4753       1081.00668       1081.53953       1081.00668     10.3826        drrr_15+rroi 
I       4761       1080.74384       1081.00668       1080.74384     10.3978        drrr_15+rroi 
I       4762       1080.74384       1080.74384       1080.74384     10.3989        drrr_15+rroi 
I       5606       1078.02124       1080.74384       1078.02124     11.7187        drrr_15+rrri 
I       6288       1077.62527       1078.02124       1077.62527     12.7875        drrr_15+rrri 
I       7248       1077.22333       1077.62527       1077.22333     14.3263        drrr_15+rrri 
I       7438       1077.10812       1077.22333       1077.10812     14.6043         drrr_15+rrg 
I       8031       1076.75650       1077.10812       1076.75650     15.5014         drrr_15+rrg 
I       8037       1076.22365       1076.75650       1076.22365     15.5105         drrr_15+rrg 
I       8088       1075.17076       1076.22365       1075.17076     15.5791        drrr_15+rroi 
I       8373       1074.47635       1075.17076       1074.47635     15.9806        drrr_15+rrri 
I       8376       1074.18281       1074.47635       1074.18281     15.9848         drrr_15+rrg 
I       8381       1073.58820       1074.18281       1073.58820     15.9910        drrr_15+rrri 
I       8543       1071.96047       1073.58820       1071.96047     16.4052        drrr_15+rrri 
I      16478       1071.43517       1071.96047       1071.43517     27.9033        drrr_15+rroi 
I      16480       1070.90939       1071.43517       1070.90939     27.9060         drrr_15+rrg 
I      16540       1070.79417       1070.90939       1070.79417     27.9935        drrr_15+rrri 
I      19066       1069.92668       1070.79417       1069.92668     31.4620        drrr_15+rroi 
I      19109       1069.73089       1069.92668       1069.73089     31.5226        drrr_15+rroi 
I      25198       1069.46562       1069.73089       1069.46562     39.7249        drrr_15+rrri 
I      30000       1069.46562       1069.46562       1076.33443     46.1356        drrr_15+rroi 

Method statistics
S  method    iter  succ  succ-rate%  tot-obj-gain  avg-obj-gain  rel-succ%  net-time  net-time%  brut-time  brut-time%
S  con          1     1   100.00000  -98866.26665  -98866.26665    0.52910   0.34351    0.74456    0.34351     0.74456
S  drrr_15  29999    94     0.31334    -160.26773      -0.00534   49.73545   1.41670    3.07073    1.41670     3.07073
S  rrg       9980    23     0.23046     -37.65202      -0.00377   12.16931  21.15401   45.85175   21.15401    45.85175
S  rroi      9992    34     0.34027     -49.48588      -0.00495   17.98942  10.80367   23.41717   10.80367    23.41717
S  rrri     10027    37     0.36900     -73.12983      -0.00729   19.57672  12.00486   26.02079   12.00486    26.02079
S  SUM/AVG  59999   189     0.31501  -99186.80211      -1.65314   20.00000  45.72275   99.10500   45.72275    99.10500

T best solution: EADARPSolution(t_routing=1337.354, t_excess=265.8, obj_val=1069.466, obj_val_valid=true,
    unserved_requests=Int64[], F_visited=[208, 204, 206, 207, 203, 205, 210, 209], S_visited=Int64[],
    (1, ([195, 65, 161, 80, 176, 8, 104, 69, 165, 40, 136, 211, 43, 139, 3, 99, 35, 131, 90, 186, 18, 114, 211, 203], [66.21225918427928, 6.677483507250318], [12, 23]))
    (2, ([196, 39, 135, 21, 77, 117, 173, 71, 92, 188, 167, 27, 123, 53, 149, 211, 94, 190, 9, 105, 5, 101, 78, 174, 211, 204], [102.4516366011757, 5.1915676803595545], [16, 25]))
    (3, ([197, 63, 159, 51, 147, 87, 183, 28, 124, 91, 19, 115, 187, 46, 142, 25, 121, 75, 12, 171, 108, 212, 76, 60, 172, 156, 10, 88, 184, 106, 205], [110.74959254420062], [22]))
    (4, ([198, 41, 137, 23, 119, 70, 74, 170, 166, 58, 154, 67, 163, 52, 148, 15, 95, 11, 111, 191, 107, 57, 153, 62, 158, 211, 206], [45.203810952358644], [26]))
    (5, ([199, 85, 181, 26, 31, 122, 127, 7, 34, 130, 103, 50, 44, 146, 140, 56, 83, 152, 179, 48, 144, 211, 207], [45.19187990941245], [22]))
    (6, ([200, 4, 66, 100, 162, 33, 129, 13, 109, 84, 86, 180, 182, 82, 178, 47, 143, 68, 164, 72, 168, 2, 98, 211, 208], [65.61733931834368], [24]))
    (7, ([201, 59, 155, 16, 112, 89, 185, 32, 128, 1, 97, 24, 120, 55, 151, 37, 133, 42, 138, 211, 209], [75.7746399543163], [20]))
    (8, ([202, 96, 192, 14, 110, 20, 38, 81, 116, 134, 177, 6, 102, 36, 30, 126, 132, 93, 22, 189, 118, 54, 49, 150, 145, 61, 17, 113, 157, 45, 29, 141, 125, 64, 79, 160, 175, 73, 169, 211, 210], [166.28404828058814], [40])))

T best obj: 1069.4656165584324
T best iteration: 25198
T total iterations: 30000
T best time [s]: 39.725
T total time [s]: 46.1357
