EADARP version 11bb-dirty
ARGS: --ifile=EADARP/instances/l2/a200-4000.txt --repair_max_routes=40 --mh_lfreq=1 --mh_checkit=true --only_single_s_visits=false --seed=1479419931 --mh_titer=300 --odir=EADARP/prunedArcs/a200-4000 --oname=run19
Settings:
--alns_gamma=0.025
--alns_segment_size=100
--alns_sigma1=10
--alns_sigma2=9
--alns_sigma3=3
--at_most_one_s=false
--gamma=-1.0
--ifile=EADARP/instances/l2/a200-4000.txt
--infeasible_arcs=EADARP/infeasible_arcs
--insert_charging_otf=true
--insert_cost_noise=0.014
--lns_init_temp_factor=0.0
--lns_temp_dec_factor=0.99
--log_all_sols_fname=
--mh_checkit=true
--mh_lfreq=1
--mh_lnewinc=true
--mh_tciter=-1
--mh_tctime=-1.0
--mh_titer=300
--mh_tobj=-1.0
--mh_ttime=-1.0
--odir=EADARP/prunedArcs/a200-4000
--oname=run19
--only_single_s_visits=false
--repair_max_routes=40
--route_based_ops=0
--seed=1479419931
--tightened_windows=EADARP/tightened_windows
--use_milp_in_otf=0
--xcheck_isfeasible=false

EADARPInstance(EADARP/instances/l2/a200-4000.txt, n=4000, n_K=200, S=[8403, 8404, 8405], Q=14.85, n_F=200, γ=0.7, T_plan=1200.0)

T preprocessing time [s]: 9.839
I       iter             best          obj_old          obj_new        time              method info
I          1      43619.95869     104000.00000      43619.95869     89.6940                 con 
I          2      43614.19514      43619.95869      43614.19514     90.9940        drrr_15+rroi 
I          3      43614.19514      43614.19514      43651.68367     92.3200        drrr_15+rroi 
I          4      43614.19514      43614.19514      43655.51194     95.3820         drrr_15+rrg 
I          5      43614.19514      43614.19514      43642.23953     96.7040        drrr_15+rroi 
I          6      43606.35180      43614.19514      43606.35180     99.6310         drrr_15+rrg 
I          7      43606.35180      43606.35180      43628.78934    100.9230        drrr_15+rroi 
I          8      43606.35180      43606.35180      43609.84590    102.1740        drrr_15+rrri 
I          9      43606.35180      43606.35180      43665.01855    103.4070        drrr_15+rroi 
I         10      43606.35180      43606.35180      43631.25787    104.7100        drrr_15+rrri 
I         11      43606.35180      43606.35180      43637.00168    107.6670         drrr_15+rrg 
I         12      43606.35180      43606.35180      43664.39056    110.0210         drrr_15+rrg 
I         13      43606.35180      43606.35180      43618.60148    111.3560        drrr_15+rrri 
I         14      43606.35180      43606.35180      43650.91364    112.6880        drrr_15+rroi 
I         15      43606.35180      43606.35180      43652.46144    113.9320        drrr_15+rroi 
I         16      43606.35180      43606.35180      43627.92785    115.1690        drrr_15+rroi 
I         17      43606.35180      43606.35180      43635.08692    116.3450        drrr_15+rrri 
